,STATE/UT,DISTRICT,Year,Cyber Blackmailing and Threatening ,Cyber Pornography,Cyber Stalking and Bullying,Defamation and Morphing,Fake Profile,Other Crimes 
7701,KARNATAKA,BANGALORE COMMR.,2017,97,206,53,250,40,458
7702,KARNATAKA,BANGALORE RURAL,2017,29,1,10,74,2,83
7703,KARNATAKA,BELGAUM,2017,45,32,11,221,4,297
7704,KARNATAKA,BELLARY,2017,6,15,15,65,1,103
7705,KARNATAKA,BIDAR,2017,14,11,7,27,2,77
7706,KARNATAKA,BIJAPUR,2017,7,21,8,66,0,116
7707,KARNATAKA,CBPURA,2017,16,16,7,55,0,92
7708,KARNATAKA,CHAMARAJNAGAR,2017,11,6,9,71,0,62
7709,KARNATAKA,CHICKMAGALUR,2017,10,11,1,53,4,68
7710,KARNATAKA,CHITRADURGA,2017,27,24,5,93,0,96
7711,KARNATAKA,DAKSHIN KANNADA,2017,6,3,1,46,0,38
7712,KARNATAKA,DAVANAGERE,2017,11,15,6,65,0,93
7713,KARNATAKA,DHARWAD COMMR.,2017,7,18,3,22,2,56
7714,KARNATAKA,DHARWAD RURAL,2017,0,5,2,21,0,22
7715,KARNATAKA,GADAG,2017,5,5,0,48,0,32
7716,KARNATAKA,GULBARGA,2017,36,73,2,111,0,153
7717,KARNATAKA,HASSAN,2017,27,25,32,106,0,264
7718,KARNATAKA,HAVERI,2017,13,0,0,76,0,74
7719,KARNATAKA,K.G.F.,2017,4,11,1,14,0,28
7720,KARNATAKA,KODAGU,2017,16,5,5,25,1,57
7721,KARNATAKA,KOLAR,2017,17,13,3,21,0,23
7722,KARNATAKA,KOPPAL,2017,13,0,0,23,0,70
7723,KARNATAKA,MANDYA,2017,31,31,12,98,0,230
7724,KARNATAKA,MANGALORE CITY,2017,16,4,0,27,2,43
7725,KARNATAKA,MYSORE COMMR.,2017,11,17,5,23,0,32
7726,KARNATAKA,MYSORE RURAL,2017,19,39,7,174,0,158
7727,KARNATAKA,RAICHUR,2017,29,14,10,149,0,174
7728,KARNATAKA,RAILWAYS,2017,0,1,0,0,0,0
7729,KARNATAKA,RAMANAGAR,2017,19,45,23,101,0,71
7730,KARNATAKA,SHIMOGA,2017,23,18,6,123,10,278
7731,KARNATAKA,TUMKUR,2017,31,14,17,135,0,124
7732,KARNATAKA,UDUPI,2017,5,3,1,45,1,42
7733,KARNATAKA,UTTAR KANNADA,2017,11,4,3,73,12,75
7734,KARNATAKA,YADGIRI,2017,9,0,2,69,0,65
7735,KARNATAKA,TOTAL,2017,636,715,267,2608,81,3712
7736,KERALA,ALAPUZHA,2017,56,10,1,245,76,310
7737,KERALA,ERNAKULAM COMMR.,2017,62,4,1,149,44,225
7738,KERALA,ERNAKULAM RURAL,2017,30,11,0,105,32,136
7739,KERALA,IDUKKI,2017,54,8,0,169,18,237
7740,KERALA,KANNUR,2017,55,11,0,161,23,373
7741,KERALA,KASARGOD,2017,125,8,0,136,10,196
7742,KERALA,KOLLAM COMMR.,2017,51,20,1,192,19,319
7743,KERALA,KOLLAM RURAL,2017,46,10,0,255,8,298
7744,KERALA,KOTTAYAM,2017,51,21,2,258,31,285
7745,KERALA,KOZHIKODE COMMR.,2017,14,10,0,124,100,171
7746,KERALA,KOZHIKODE RURAL,2017,46,16,1,179,13,322
7747,KERALA,MALAPPURAM,2017,83,12,0,232,27,661
7748,KERALA,PALAKKAD,2017,85,9,2,156,18,404
7749,KERALA,PATHANAMTHITTA,2017,33,15,0,157,14,158
7750,KERALA,RAILWAYS,2017,0,0,0,25,9,0
7751,KERALA,THRISSUR COMMR.,2017,28,10,0,100,28,131
7752,KERALA,THRISSUR RURAL,2017,69,12,1,263,28,449
7753,KERALA,TRIVANDRUM COMMR.,2017,39,13,0,241,46,156
7754,KERALA,TRIVANDRUM RURAL,2017,140,15,4,547,24,422
7755,KERALA,WAYANADU,2017,65,6,2,62,5,124
7756,KERALA,TOTAL,2017,1132,221,15,3756,573,5377
7757,MADHYA PRADESH,ALIRAJPUR,2017,24,18,0,23,0,8
7758,MADHYA PRADESH,ANUPPUR,2017,60,7,10,57,4,42
7759,MADHYA PRADESH,ASHOK NAGAR,2017,36,5,8,105,8,33
7760,MADHYA PRADESH,BALAGHAT,2017,55,7,3,104,7,37
7761,MADHYA PRADESH,BARWANI,2017,39,7,2,58,5,11
7762,MADHYA PRADESH,BETUL,2017,120,18,20,188,6,53
7763,MADHYA PRADESH,BHIND,2017,51,18,28,71,11,45
7764,MADHYA PRADESH,BHOPAL,2017,146,32,19,144,16,198
7765,MADHYA PRADESH,BHOPAL RLY.,2017,0,0,0,8,2,0
7766,MADHYA PRADESH,BURHANPUR,2017,29,2,5,41,5,13
7767,MADHYA PRADESH,CHHATARPUR,2017,77,42,33,185,8,75
7768,MADHYA PRADESH,CHHINDWARA,2017,111,22,14,189,41,89
7769,MADHYA PRADESH,DAMOH,2017,52,14,27,193,0,139
7770,MADHYA PRADESH,DATIYA,2017,25,19,10,65,0,37
7771,MADHYA PRADESH,DEWAS,2017,102,21,19,162,30,110
7772,MADHYA PRADESH,DHAR,2017,103,41,62,189,13,74
7773,MADHYA PRADESH,DINDORI,2017,46,4,1,67,5,21
7774,MADHYA PRADESH,GUNA,2017,75,24,9,122,14,30
7775,MADHYA PRADESH,GWALIOR,2017,75,81,34,170,14,168
7776,MADHYA PRADESH,HARDA,2017,53,15,5,59,9,14
7777,MADHYA PRADESH,HOSHANGABAD,2017,59,26,16,149,17,120
7778,MADHYA PRADESH,INDORE,2017,129,52,41,339,59,398
7779,MADHYA PRADESH,INDORE RLY.,2017,2,1,1,4,0,0
7780,MADHYA PRADESH,JABALPUR,2017,107,27,39,269,40,212
7781,MADHYA PRADESH,JABALPUR RLY.,2017,3,2,1,3,0,0
7782,MADHYA PRADESH,JHABUA,2017,42,17,4,62,0,10
7783,MADHYA PRADESH,KATNI,2017,62,7,16,140,12,51
7784,MADHYA PRADESH,KHANDWA,2017,59,10,5,141,19,24
7785,MADHYA PRADESH,KHARGON,2017,39,13,38,118,14,38
7786,MADHYA PRADESH,MANDLA,2017,63,9,4,101,12,27
7787,MADHYA PRADESH,MANDSAUR,2017,49,18,4,100,6,58
7788,MADHYA PRADESH,MORENA,2017,40,23,32,85,4,85
7789,MADHYA PRADESH,NARSINGHPUR,2017,65,15,20,108,25,69
7790,MADHYA PRADESH,NEEMUCH,2017,25,9,4,49,4,51
7791,MADHYA PRADESH,PANNA,2017,48,5,14,87,5,48
7792,MADHYA PRADESH,RAISEN,2017,118,22,15,179,16,67
7793,MADHYA PRADESH,RAJGARH,2017,90,21,6,175,39,51
7794,MADHYA PRADESH,RATLAM,2017,97,39,9,131,18,135
7795,MADHYA PRADESH,REWA,2017,91,25,32,122,107,112
7796,MADHYA PRADESH,SAGAR,2017,131,104,37,416,29,156
7797,MADHYA PRADESH,SATNA,2017,83,13,20,177,7,109
7798,MADHYA PRADESH,SEONI,2017,61,11,9,111,13,27
7799,MADHYA PRADESH,SHAHDOL,2017,80,17,21,143,9,108
7800,MADHYA PRADESH,SHAJAPUR,2017,50,10,8,135,17,7
7801,MADHYA PRADESH,SHEOPUR,2017,18,7,2,28,2,9
7802,MADHYA PRADESH,SHIVPURI,2017,93,18,13,168,5,65
7803,MADHYA PRADESH,SIDHI,2017,32,31,16,93,1,45
7804,MADHYA PRADESH,SIHORE,2017,82,26,11,119,14,76
7805,MADHYA PRADESH,SINGRAULI,2017,43,24,13,89,1,59
7806,MADHYA PRADESH,TIKAMGARH,2017,76,23,18,153,4,36
7807,MADHYA PRADESH,UJJAIN,2017,81,35,14,196,36,176
7808,MADHYA PRADESH,UMARIYA,2017,22,4,3,78,10,27
7809,MADHYA PRADESH,VIDISHA,2017,87,27,16,197,19,79
7810,MADHYA PRADESH,TOTAL,2017,3406,1088,811,6665,762,3732
7811,MAHARASHTRA,AHMEDNAGAR,2017,78,59,32,160,5,677
7812,MAHARASHTRA,AKOLA,2017,30,37,13,93,24,140
7813,MAHARASHTRA,AMRAVATI COMMR.,2017,22,19,2,49,13,94
7814,MAHARASHTRA,AMRAVATI RURAL,2017,69,27,3,142,43,104
7815,MAHARASHTRA,AURANGABAD COMMR.,2017,16,24,7,65,29,122
7816,MAHARASHTRA,AURANGABAD RURAL,2017,18,12,36,78,12,212
7817,MAHARASHTRA,BEED,2017,32,37,11,99,14,378
7818,MAHARASHTRA,BHANDARA,2017,23,9,1,30,14,50
7819,MAHARASHTRA,BULDHANA,2017,26,27,14,124,24,194
7820,MAHARASHTRA,CHANDRAPUR,2017,56,25,4,108,77,109
7821,MAHARASHTRA,DHULE,2017,16,27,4,52,7,203
7822,MAHARASHTRA,GADCHIROLI,2017,20,3,0,24,3,23
7823,MAHARASHTRA,GONDIA,2017,31,23,1,67,19,36
7824,MAHARASHTRA,HINGOLI,2017,18,8,0,42,5,82
7825,MAHARASHTRA,JALGAON,2017,48,25,8,146,51,364
7826,MAHARASHTRA,JALNA,2017,15,17,23,73,10,289
7827,MAHARASHTRA,KOLHAPUR,2017,42,35,19,59,18,121
7828,MAHARASHTRA,LATUR,2017,17,37,4,57,0,156
7829,MAHARASHTRA,MUMBAI COMMR.,2017,221,166,14,553,162,393
7830,MAHARASHTRA,MUMBAI RLY.,2017,3,6,0,8,3,0
7831,MAHARASHTRA,NAGPUR COMMR.,2017,45,24,4,68,53,174
7832,MAHARASHTRA,NAGPUR RLY.,2017,1,0,0,9,1,1
7833,MAHARASHTRA,NAGPUR RURAL,2017,44,24,11,65,15,62
7834,MAHARASHTRA,NANDED,2017,32,43,29,93,3,325
7835,MAHARASHTRA,NANDURBAR,2017,20,15,0,40,7,87
7836,MAHARASHTRA,NASIK COMMR.,2017,25,11,5,37,10,115
7837,MAHARASHTRA,NASIK RURAL,2017,43,28,5,91,33,298
7838,MAHARASHTRA,NAVI MUMBAI,2017,38,17,1,57,33,110
7839,MAHARASHTRA,OSMANABAD,2017,30,18,2,88,11,186
7840,MAHARASHTRA,PARBHANI,2017,26,16,5,80,6,215
7841,MAHARASHTRA,PUNE COMMR.,2017,79,72,8,118,80,251
7842,MAHARASHTRA,PUNE RLY.,2017,0,0,0,4,0,0
7843,MAHARASHTRA,PUNE RURAL,2017,87,48,16,122,26,172
7844,MAHARASHTRA,RAIGAD,2017,7,5,2,42,15,42
7845,MAHARASHTRA,RATNAGIRI,2017,30,10,1,35,18,49
7846,MAHARASHTRA,SANGLI,2017,40,13,5,51,8,98
7847,MAHARASHTRA,SATARA,2017,34,36,2,80,16,179
7848,MAHARASHTRA,SINDHUDURG,2017,11,7,0,8,12,5
7849,MAHARASHTRA,SOLAPUR COMMR.,2017,22,18,0,31,9,68
7850,MAHARASHTRA,SOLAPUR RURAL,2017,53,32,6,94,32,175
7851,MAHARASHTRA,THANE COMMR.,2017,79,70,8,161,38,342
7852,MAHARASHTRA,THANE RURAL,2017,63,32,10,105,18,57
7853,MAHARASHTRA,WARDHA,2017,34,23,3,88,45,62
7854,MAHARASHTRA,WASHIM,2017,13,21,12,80,12,118
7855,MAHARASHTRA,YAVATMAL,2017,44,46,8,118,37,198
7856,MAHARASHTRA,TOTAL,2017,1701,1252,339,3794,1071,7136
7857,MANIPUR,BISHNUPUR,2017,2,11,0,11,0,3
7858,MANIPUR,CHANDEL,2017,1,0,0,0,0,0
7859,MANIPUR,CHURACHANDPUR,2017,0,3,0,0,0,1
7860,MANIPUR,CID,2017,0,0,0,0,0,0
7861,MANIPUR,IMPHAL EAST,2017,11,28,0,7,0,8
7862,MANIPUR,IMPHAL WEST,2017,17,45,1,11,0,8
7863,MANIPUR,SENAPATI,2017,0,1,0,0,0,0
7864,MANIPUR,TAMENGLONG,2017,0,0,0,1,0,0
7865,MANIPUR,THOUBAL,2017,21,28,0,8,0,19
7866,MANIPUR,UKHRUL,2017,1,0,0,0,0,0
7867,MANIPUR,TOTAL,2017,53,116,1,38,0,39
7868,MEGHALAYA,GARO HILLS EAST,2017,3,0,0,0,0,0
7869,MEGHALAYA,GARO HILLS SOUTH,2017,2,4,0,2,0,1
7870,MEGHALAYA,GARO HILLS WEST,2017,8,9,1,22,1,8
7871,MEGHALAYA,JAINTIA HILLS,2017,43,8,0,6,0,0
7872,MEGHALAYA,KHASI HILLS EAST,2017,42,8,0,32,0,11
7873,MEGHALAYA,KHASI HILLS WEST,2017,15,5,0,8,0,0
7874,MEGHALAYA,RI-BHOI,2017,17,3,0,4,0,1
7875,MEGHALAYA,TOTAL,2017,130,37,1,74,1,21
7876,MIZORAM,AIZAWL,2017,35,0,0,43,0,9
7877,MIZORAM,CHAMPHAI,2017,10,0,0,10,0,0
7878,MIZORAM,KOLASIB,2017,7,0,0,3,1,0
7879,MIZORAM,LAWNGTLAI,2017,2,0,0,0,0,0
7880,MIZORAM,LUNGLEI,2017,13,0,0,3,0,0
7881,MIZORAM,MAMIT,2017,4,0,0,4,0,0
7882,MIZORAM,SAIHA,2017,2,0,0,5,0,0
7883,MIZORAM,SERCHHIP,2017,4,0,0,4,0,0
7884,MIZORAM,TOTAL,2017,77,0,0,72,1,9
7885,NAGALAND,DIMAPUR,2017,9,1,0,7,0,1
7886,NAGALAND,KIPHIRE,2017,0,0,0,0,0,0
7887,NAGALAND,KOHIMA,2017,0,0,0,0,0,0
7888,NAGALAND,LONGLENG,2017,1,0,0,0,0,0
7889,NAGALAND,MOKOKCHUNG,2017,2,1,0,0,0,0
7890,NAGALAND,MON,2017,2,0,0,0,0,0
7891,NAGALAND,PEREN,2017,0,0,0,0,0,0
7892,NAGALAND,PHEK,2017,3,0,0,2,0,0
7893,NAGALAND,TUENSANG,2017,2,0,0,0,0,0
7894,NAGALAND,WOKHA,2017,1,0,0,0,0,0
7895,NAGALAND,ZUNHEBOTO,2017,3,1,0,0,0,0
7896,NAGALAND,TOTAL,2017,23,3,0,9,0,1
7897,ODISHA,ANGUL,2017,63,39,25,299,8,58
7898,ODISHA,BALASORE,2017,75,97,45,217,19,279
7899,ODISHA,BARAGARH,2017,21,11,16,91,18,99
7900,ODISHA,BERHAMPUR,2017,13,15,9,154,12,86
7901,ODISHA,BHADRAK,2017,26,51,24,93,4,138
7902,ODISHA,BOLANGIR,2017,52,24,6,166,4,44
7903,ODISHA,BOUDH,2017,14,16,0,56,5,15
7904,ODISHA,CUTTACK,2017,34,40,24,26,5,133
7905,ODISHA,DCP BBSR,2017,35,32,13,43,5,32
7906,ODISHA,DCP CTC,2017,19,25,0,17,2,88
7907,ODISHA,DEOGARH,2017,15,8,2,68,1,6
7908,ODISHA,DHENKANAL,2017,17,29,22,185,11,24
7909,ODISHA,GAJAPATI,2017,11,6,0,56,3,20
7910,ODISHA,GANJAM,2017,50,39,32,358,15,0
7911,ODISHA,JAGATSINGHPUR,2017,31,42,18,12,0,75
7912,ODISHA,JAJPUR,2017,31,44,30,94,9,97
7913,ODISHA,JHARSUGUDA,2017,27,12,7,45,4,17
7914,ODISHA,KALAHANDI,2017,46,22,9,97,11,95
7915,ODISHA,KANDHAMAL,2017,32,21,9,70,8,41
7916,ODISHA,KENDRAPARA,2017,41,43,36,14,1,147
7917,ODISHA,KEONJHAR,2017,75,44,22,134,11,110
7918,ODISHA,KHURDA,2017,29,27,10,14,2,139
7919,ODISHA,KORAPUT,2017,53,36,0,126,10,48
7920,ODISHA,MALKANGIR,2017,8,10,6,46,7,19
7921,ODISHA,MAYURBHANJ,2017,76,87,34,227,20,143
7922,ODISHA,NAYAGARH,2017,25,26,16,4,1,89
7923,ODISHA,NOWRANGPUR,2017,44,44,2,80,13,43
7924,ODISHA,NUAPADA,2017,4,10,2,51,6,20
7925,ODISHA,PURI,2017,21,27,27,16,1,98
7926,ODISHA,RAYAGADA,2017,32,34,7,106,6,38
7927,ODISHA,ROURKELA,2017,26,19,1,63,6,31
7928,ODISHA,SAMBALPUR,2017,30,12,2,48,2,29
7929,ODISHA,SONEPUR,2017,10,4,3,48,1,9
7930,ODISHA,SRP(CUTTACK),2017,0,0,0,8,1,0
7931,ODISHA,SRP(ROURKELA),2017,1,0,1,9,1,3
7932,ODISHA,SUNDARGARH,2017,25,12,5,66,2,7
7933,ODISHA,TOTAL,2017,1112,1008,465,3207,235,2320
7934,PUNJAB,AMRITSAR,2017,16,20,1,16,0,58
7935,PUNJAB,BARNALA,2017,5,5,3,6,0,10
7936,PUNJAB,BATALA,2017,13,14,4,8,0,35
7937,PUNJAB,BHATINDA,2017,37,20,5,11,1,49
7938,PUNJAB,CP AMRITSAR,2017,20,34,4,7,1,101
7939,PUNJAB,CP JALANDHAR,2017,15,40,4,19,3,74
7940,PUNJAB,CP LUDHIANA,2017,48,76,14,25,12,109
7941,PUNJAB,FARIDKOT,2017,8,6,1,10,0,20
7942,PUNJAB,FATEHGARH SAHIB,2017,4,8,4,4,1,21
7943,PUNJAB,FAZILKA,2017,21,17,3,5,0,29
7944,PUNJAB,FEROZPUR,2017,20,25,6,9,0,53
7945,PUNJAB,G.R.P,2017,0,0,0,0,0,0
7946,PUNJAB,GURDASPUR,2017,12,22,6,17,0,38
7947,PUNJAB,HOSHIARPUR,2017,28,23,11,13,2,72
7948,PUNJAB,JALANDHAR,2017,31,26,6,22,0,57
7949,PUNJAB,KAPURTHALA,2017,16,17,2,10,0,39
7950,PUNJAB,KHANNA,2017,7,8,1,6,0,10
7951,PUNJAB,LUDHIANA,2017,8,10,4,4,4,22
7952,PUNJAB,MANSA,2017,14,5,4,5,0,13
7953,PUNJAB,MOGA,2017,12,12,5,3,0,26
7954,PUNJAB,MUKTSAR,2017,17,14,7,8,0,16
7955,PUNJAB,PATHANKOT,2017,10,12,5,2,0,21
7956,PUNJAB,PATIALA,2017,25,26,13,22,0,95
7957,PUNJAB,ROPAR,2017,14,16,5,9,1,18
7958,PUNJAB,SANGRUR,2017,30,11,14,10,0,36
7959,PUNJAB,SAS NGR,2017,24,27,4,13,3,76
7960,PUNJAB,SBS NAGAR,2017,8,6,4,6,3,14
7961,PUNJAB,TARN TARAN,2017,16,17,3,12,0,24
7962,PUNJAB,TOTAL,2017,479,517,143,282,31,1136
7963,RAJASTHAN,AJMER,2017,70,108,15,105,0,709
7964,RAJASTHAN,ALWAR,2017,99,143,53,136,0,556
7965,RAJASTHAN,BANSWARA,2017,55,95,6,59,2,190
7966,RAJASTHAN,BARAN,2017,60,88,10,158,1,351
7967,RAJASTHAN,BARMER,2017,21,34,27,36,0,201
7968,RAJASTHAN,BHARATPUR,2017,69,139,29,85,0,478
7969,RAJASTHAN,BHILWARA,2017,52,74,16,90,0,558
7970,RAJASTHAN,BIKANER,2017,55,25,17,54,0,446
7971,RAJASTHAN,BUNDI,2017,40,99,6,114,0,298
7972,RAJASTHAN,CHITTORGARH,2017,50,98,4,48,1,588
7973,RAJASTHAN,CHURU,2017,37,26,10,11,0,342
7974,RAJASTHAN,DAUSA,2017,13,72,12,17,0,184
7975,RAJASTHAN,DHOLPUR,2017,32,64,19,12,0,197
7976,RAJASTHAN,DUNGARPUR,2017,39,87,5,57,0,134
7977,RAJASTHAN,G.R.P.AJMER,2017,2,6,0,9,0,0
7978,RAJASTHAN,G.R.P.JODHPUR,2017,0,1,0,7,0,0
7979,RAJASTHAN,GANGANAGAR,2017,99,68,19,73,1,653
7980,RAJASTHAN,HANUMANGARH,2017,82,38,12,66,0,405
7981,RAJASTHAN,JAIPUR EAST,2017,31,69,15,59,0,272
7982,RAJASTHAN,JAIPUR NORTH,2017,20,38,8,23,0,241
7983,RAJASTHAN,JAIPUR RURAL,2017,37,75,15,37,0,213
7984,RAJASTHAN,JAIPUR SOUTH,2017,18,47,6,18,0,215
7985,RAJASTHAN,JAIPUR WEST,2017,23,72,10,25,0,208
7986,RAJASTHAN,JAISALMER,2017,4,5,5,17,0,20
7987,RAJASTHAN,JALORE,2017,22,47,14,24,0,154
7988,RAJASTHAN,JHALAWAR,2017,67,55,14,201,3,385
7989,RAJASTHAN,JHUNJHUNU,2017,51,59,21,68,0,284
7990,RAJASTHAN,JODHPUR CITY,2017,33,45,13,57,1,338
7991,RAJASTHAN,JODHPUR RURAL,2017,26,35,17,28,0,133
7992,RAJASTHAN,KARAULI,2017,38,78,18,18,0,174
7993,RAJASTHAN,KOTA CITY,2017,24,74,5,58,0,413
7994,RAJASTHAN,KOTA RURAL,2017,44,50,5,98,0,235
7995,RAJASTHAN,NAGAUR,2017,70,60,14,66,0,398
7996,RAJASTHAN,PALI,2017,64,88,11,84,0,451
7997,RAJASTHAN,PRATAPGARH,2017,103,77,7,65,0,212
7998,RAJASTHAN,RAJSAMAND,2017,14,44,2,61,0,234
7999,RAJASTHAN,SAWAI MADHOPUR,2017,24,72,4,43,0,201
8000,RAJASTHAN,SIKAR,2017,50,69,26,11,0,232
8001,RAJASTHAN,SIROHI,2017,27,52,5,76,0,156
8002,RAJASTHAN,TONK,2017,25,75,5,23,0,315
8003,RAJASTHAN,UDAIPUR,2017,110,162,14,150,0,444
8004,RAJASTHAN,TOTAL,2017,1800,2713,514,2447,9,12218
8005,SIKKIM,EAST,2017,7,5,0,6,0,2
8006,SIKKIM,NORTH,2017,0,0,0,1,0,0
8007,SIKKIM,SOUTH,2017,4,4,0,11,0,1
8008,SIKKIM,WEST,2017,5,1,0,6,0,1
8009,SIKKIM,TOTAL,2017,16,10,0,24,0,4
8010,TAMIL NADU,ARIYALUR,2017,16,17,1,47,3,15
8011,TAMIL NADU,CHENNAI,2017,76,41,20,73,121,229
8012,TAMIL NADU,CHENNAI RLY.,2017,0,1,1,6,5,0
8013,TAMIL NADU,COIMBATORE RURAL,2017,5,29,1,43,0,50
8014,TAMIL NADU,COIMBATORE URBAN,2017,9,10,2,32,5,83
8015,TAMIL NADU,CUDDALORE,2017,30,102,16,12,0,57
8016,TAMIL NADU,DHARMAPURI,2017,14,61,0,44,0,53
8017,TAMIL NADU,DINDIGUL,2017,18,50,3,45,0,117
8018,TAMIL NADU,ERODE,2017,10,35,1,35,3,19
8019,TAMIL NADU,KANCHIPURAM,2017,19,22,1,25,4,25
8020,TAMIL NADU,KANYAKUMARI,2017,10,50,3,7,137,90
8021,TAMIL NADU,KARUR,2017,8,56,1,21,3,22
8022,TAMIL NADU,KRISHNAGIRI,2017,12,52,7,32,1,29
8023,TAMIL NADU,MADURAI RURAL,2017,21,88,12,68,3,73
8024,TAMIL NADU,MADURAI URBAN,2017,7,18,5,22,4,71
8025,TAMIL NADU,NAGAPATTINAM,2017,13,32,5,40,27,12
8026,TAMIL NADU,NAMAKKAL,2017,8,55,1,58,12,14
8027,TAMIL NADU,NILGIRIS,2017,6,7,0,8,2,4
8028,TAMIL NADU,PERAMBALUR,2017,7,25,1,18,0,3
8029,TAMIL NADU,PUDUKOTTAI,2017,7,41,0,24,2,18
8030,TAMIL NADU,RAMNATHAPURAM,2017,6,51,1,14,0,9
8031,TAMIL NADU,SALEM RURAL,2017,35,100,4,108,0,51
8032,TAMIL NADU,SALEM URBAN,2017,23,35,2,21,9,38
8033,TAMIL NADU,SIVAGANGAI,2017,5,30,1,33,1,43
8034,TAMIL NADU,THANJAVUR,2017,10,43,1,76,0,12
8035,TAMIL NADU,THENI,2017,22,79,12,40,0,89
8036,TAMIL NADU,THIRUNELVELI RURAL,2017,52,46,8,57,0,120
8037,TAMIL NADU,THIRUNELVELI URBAN,2017,7,13,0,7,0,2
8038,TAMIL NADU,THIRUVALLUR,2017,6,10,7,2,1,12
8039,TAMIL NADU,THIRUVANNAMALAI,2017,24,59,3,11,0,11
8040,TAMIL NADU,THIRUVARUR,2017,4,20,2,8,0,6
8041,TAMIL NADU,THOOTHUGUDI,2017,29,35,4,2,0,40
8042,TAMIL NADU,TIRUPPUR,2017,9,43,9,42,0,89
8043,TAMIL NADU,TRICHY RLY.,2017,0,0,0,3,1,1
8044,TAMIL NADU,TRICHY RURAL,2017,13,52,2,38,0,35
8045,TAMIL NADU,TRICHY URBAN,2017,6,21,2,17,26,28
8046,TAMIL NADU,VELLORE,2017,25,78,5,29,0,44
8047,TAMIL NADU,VILLUPURAM,2017,86,187,7,274,0,140
8048,TAMIL NADU,VIRUDHUNAGAR,2017,19,49,1,25,94,58
8049,TAMIL NADU,TOTAL,2017,677,1743,152,1467,464,1812
8050,TRIPURA,DHALAI,2017,21,9,1,38,0,52
8051,TRIPURA,GRP,2017,0,0,0,0,0,0
8052,TRIPURA,NORTH,2017,40,27,1,50,1,172
8053,TRIPURA,SOUTH,2017,58,24,5,84,1,181
8054,TRIPURA,WEST,2017,86,56,23,122,7,297
8055,TRIPURA,TOTAL,2017,205,116,30,294,9,702
8056,UTTAR PRADESH,AGRA,2017,76,328,87,196,0,341
8057,UTTAR PRADESH,ALIGARH,2017,66,265,73,194,0,256
8058,UTTAR PRADESH,ALLAHABAD,2017,67,190,75,93,1,266
8059,UTTAR PRADESH,AMBEDKAR NAGAR,2017,16,74,16,33,0,88
8060,UTTAR PRADESH,AURAIYA,2017,15,73,25,14,0,26
8061,UTTAR PRADESH,AZAMGARH,2017,28,101,27,27,0,49
8062,UTTAR PRADESH,BADAUN,2017,18,115,48,62,0,59
8063,UTTAR PRADESH,BAGHPAT,2017,12,74,17,35,0,106
8064,UTTAR PRADESH,BAHRAICH,2017,57,128,62,49,0,55
8065,UTTAR PRADESH,BALLIA,2017,7,64,17,21,0,27
8066,UTTAR PRADESH,BALRAMPUR,2017,10,50,16,13,0,0
8067,UTTAR PRADESH,BANDA,2017,26,48,29,56,0,31
8068,UTTAR PRADESH,BARABANKI,2017,36,142,25,51,0,51
8069,UTTAR PRADESH,BAREILLY,2017,34,193,63,92,0,155
8070,UTTAR PRADESH,BASTI,2017,7,28,11,5,0,17
8071,UTTAR PRADESH,BHIM NAGAR,2017,34,105,29,43,0,61
8072,UTTAR PRADESH,BIJNOR,2017,39,118,30,14,0,238
8073,UTTAR PRADESH,BULANDSHAHAR,2017,47,192,50,94,0,362
8074,UTTAR PRADESH,CHANDOLI,2017,8,19,17,7,0,48
8075,UTTAR PRADESH,CHITRAKOOT DHAM,2017,20,22,14,24,0,11
8076,UTTAR PRADESH,CSM NAGAR,2017,20,96,17,40,0,53
8077,UTTAR PRADESH,DEORIA,2017,8,53,27,12,0,24
8078,UTTAR PRADESH,ETAH,2017,19,61,30,25,0,57
8079,UTTAR PRADESH,ETAWAH,2017,13,73,42,28,0,52
8080,UTTAR PRADESH,FAIZABAD,2017,27,114,11,56,0,21
8081,UTTAR PRADESH,FATEHGARH,2017,16,83,25,35,0,59
8082,UTTAR PRADESH,FATEHPUR,2017,40,92,45,55,0,45
8083,UTTAR PRADESH,FIROZABAD,2017,32,144,43,57,0,83
8084,UTTAR PRADESH,G.R.P.,2017,2,6,1,38,0,0
8085,UTTAR PRADESH,GAUTAMBUDH NAGAR,2017,25,95,25,42,0,102
8086,UTTAR PRADESH,GHAZIABAD,2017,22,219,47,59,0,255
8087,UTTAR PRADESH,GHAZIPUR,2017,11,18,35,16,0,26
8088,UTTAR PRADESH,GONDA,2017,34,116,27,29,0,6
8089,UTTAR PRADESH,GORAKHPUR,2017,50,215,41,71,0,224
8090,UTTAR PRADESH,HAMIRPUR,2017,12,38,15,33,0,20
8091,UTTAR PRADESH,HARDOI,2017,24,123,32,55,0,72
8092,UTTAR PRADESH,HATHRAS,2017,35,77,24,42,0,84
8093,UTTAR PRADESH,J.P.NAGAR,2017,44,50,16,21,0,83
8094,UTTAR PRADESH,JALAUN,2017,7,47,40,18,0,22
8095,UTTAR PRADESH,JAUNPUR,2017,14,90,42,22,0,41
8096,UTTAR PRADESH,JHANSI,2017,19,92,28,45,0,52
8097,UTTAR PRADESH,KANNAUJ,2017,14,101,34,49,0,98
8098,UTTAR PRADESH,KANPUR NAGAR,2017,71,303,69,140,2,284
8099,UTTAR PRADESH,KANSHIRAM NAGAR,2017,22,47,22,33,0,21
